state,fips state code,tribal name,data category,emissions type code,scc,reporting period,emissions operating type,pollutant code,pollutant desc,total emissions,emissions uom,data set
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201420080,A,R,NH3,Ammonia,.0000111597,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201520080,A,R,110543,Hexane,82.0734,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201430080,A,R,71432,Benzene,1.402474,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202410080,A,R,1330207,Xylenes (Mixed Isomers),.00916616,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201320080,A,R,VOC,Volatile Organic Compounds,2.58097,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202620080,A,R,75070,Acetaldehyde,202.572,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202530080,A,R,107028,Acrolein,2.24412,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202530080,A,R,CH4,Methane,.0122994,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201110080,A,R,SO2,Sulfur Dioxide,.00602855,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202610080,A,R,108883,Toluene,7.222,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202000062,A,R,110543,Hexane,.260438,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201310080,A,R,NOX,Nitrogen Oxides,2.06667,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201210080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.0281685,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201520080,A,R,CH4,Methane,.00134365,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202540080,A,R,50000,Formaldehyde,14.3177,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202320080,A,R,N2O,Nitrous Oxide,.00617398,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201540080,A,R,110543,Hexane,108.7654,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201000062,A,R,71432,Benzene,132.4486,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2203420080,A,R,CO,Carbon Monoxide,.0112373,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201320080,A,R,N2O,Nitrous Oxide,.113178,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202530080,A,R,SO2,Sulfur Dioxide,.00639638,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202530080,A,R,100425,Styrene,1.056814,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202530080,A,R,71432,Benzene,7.0603,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201520080,A,R,SO2,Sulfur Dioxide,.105292,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202420080,A,R,CO,Carbon Monoxide,.0136206,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202530080,A,R,CH4,Methane,.00345152,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201000062,A,R,540841,"2,2,4-Trimethylpentane",186.6308,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202210080,A,R,107028,Acrolein,1.980642,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202210080,A,R,CH4,Methane,.00687358,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202210080,A,R,SO2,Sulfur Dioxide,.000486823,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201110080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.00873688,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2203420080,A,R,108883,Toluene,0,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202610080,A,R,71432,Benzene,8.30672,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201430080,A,R,CO,Carbon Monoxide,.0846106,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201420080,A,R,71432,Benzene,0,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201420080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),0,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201520080,A,R,106990,"1,3-Butadiene",12.50572,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201520080,A,R,NOX,Nitrogen Oxides,6.89974,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201430080,A,R,CH4,Methane,.00164733,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201310080,A,R,CO,Carbon Monoxide,754.368,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202310080,A,R,540841,"2,2,4-Trimethylpentane",30.7656,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202430080,A,R,N2O,Nitrous Oxide,.000455233,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202620080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),1.62382,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202540080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.0198675,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2203420080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),0,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202510080,A,R,SO2,Sulfur Dioxide,.00133941,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201110080,A,R,N2O,Nitrous Oxide,.00288006,TON,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2202530080,A,R,CO,Carbon Monoxide,.5692,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201530080,A,R,75070,Acetaldehyde,.0214622,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201520080,A,R,NOX,Nitrogen Oxides,.119975,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201520080,A,R,106990,"1,3-Butadiene",.211176,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201430080,A,R,7439965,Manganese,0,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201430080,A,R,NH3,Ammonia,0,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202210080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.0000708454,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202540080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.000464574,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2203420080,A,R,NOX,Nitrogen Oxides,0,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201420080,A,R,1330207,Xylenes (Mixed Isomers),.00848126,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202620080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),4.42504,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201210080,A,R,SO2,Sulfur Dioxide,.467966,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2203420080,A,R,1330207,Xylenes (Mixed Isomers),.00269316,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2203420080,A,R,CH4,Methane,.00439961,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201310080,A,R,NOX,Nitrogen Oxides,263.7,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202420080,A,R,106990,"1,3-Butadiene",.00202038,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201430080,A,R,540841,"2,2,4-Trimethylpentane",.266598,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201540080,A,R,CH4,Methane,.00806889,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201540080,A,R,100414,Ethyl Benzene,6.39922,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202540080,A,R,50000,Formaldehyde,1.25926,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201110080,A,R,540841,"2,2,4-Trimethylpentane",40.6222,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202520080,A,R,7439965,Manganese,.01012308,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201320080,A,R,540841,"2,2,4-Trimethylpentane",28.412,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2203420080,A,R,100425,Styrene,0,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201530080,A,R,NH3,Ammonia,.000456441,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201530080,A,R,CO,Carbon Monoxide,.457414,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201430080,A,R,1330207,Xylenes (Mixed Isomers),.207538,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201310080,A,R,CO,Carbon Monoxide,250.041,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201420080,A,R,1330207,Xylenes (Mixed Isomers),0,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201310080,A,R,123386,Propionaldehyde,90.554,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202310080,A,R,108883,Toluene,77.5336,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201320080,A,R,108883,Toluene,487.898,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202430080,A,R,110543,Hexane,.581132,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202620080,A,R,106990,"1,3-Butadiene",13.41564,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2203420080,A,R,SO2,Sulfur Dioxide,0,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202210080,A,R,110543,Hexane,2.54902,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201540080,A,R,100425,Styrene,.998868,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202420080,A,R,75070,Acetaldehyde,.065532,LB,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2202430080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.132142,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202000062,A,R,100414,Ethyl Benzene,.078422,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202420080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),0,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201320080,A,R,7439965,Manganese,.0000325646,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202610080,A,R,NH3,Ammonia,.000897337,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202610080,A,R,NOX,Nitrogen Oxides,.29391,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201420080,A,R,7439965,Manganese,.000001264816,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201540080,A,R,100414,Ethyl Benzene,71.8878,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202310080,A,R,CH4,Methane,.719728,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201530080,A,R,71432,Benzene,9.84004,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202410080,A,R,NOX,Nitrogen Oxides,.0203871,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201510080,A,R,100414,Ethyl Benzene,.489718,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201510080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.000937492,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201310080,A,R,CO,Carbon Monoxide,1904.06,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201430080,A,R,106990,"1,3-Butadiene",.0412288,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201540080,A,R,75070,Acetaldehyde,2.77696,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202540080,A,R,71432,Benzene,.1217606,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201110080,A,R,1330207,Xylenes (Mixed Isomers),90.0726,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202420080,A,R,VOC,Volatile Organic Compounds,0,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202430080,A,R,CH4,Methane,.0022218,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202430080,A,R,SO2,Sulfur Dioxide,.000314149,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201310080,A,R,CH4,Methane,.727529,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202000062,A,R,100414,Ethyl Benzene,2.9595,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201430080,A,R,SO2,Sulfur Dioxide,.000109313,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201530080,A,R,100425,Styrene,.104557,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202410080,A,R,110543,Hexane,.00477162,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201320080,A,R,CO,Carbon Monoxide,38.338,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202610080,A,R,50000,Formaldehyde,104.7388,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202420080,A,R,110543,Hexane,.00510638,LB,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2205210080,A,R,NOX,Nitrogen Oxides,.00462335,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202410080,A,R,NOX,Nitrogen Oxides,0,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201420080,A,R,100414,Ethyl Benzene,.0023054,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201420080,A,R,NOX,Nitrogen Oxides,.000496597,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202510080,A,R,NOX,Nitrogen Oxides,2.34747,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201210080,A,R,75070,Acetaldehyde,1248.688,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2203420080,A,R,NH3,Ammonia,.0000886941,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201320080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.109287,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202410080,A,R,SO2,Sulfur Dioxide,.000277711,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202520080,A,R,106990,"1,3-Butadiene",36.9168,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201510080,A,R,7439965,Manganese,.000023079,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202320080,A,R,N2O,Nitrous Oxide,.000764623,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201540080,A,R,VOC,Volatile Organic Compounds,.194518,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202410080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.0136571,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202210080,A,R,108883,Toluene,1.57233,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201110080,A,R,7439965,Manganese,.000677286,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202520080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.311048,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201510080,A,R,N2O,Nitrous Oxide,.0000611018,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201610080,A,R,7439965,Manganese,.0000006463,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201520080,A,R,VOC,Volatile Organic Compounds,.609388,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201310080,A,R,106990,"1,3-Butadiene",191.7746,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201310080,A,R,106990,"1,3-Butadiene",562.774,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202310080,A,R,106990,"1,3-Butadiene",45.638,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202520080,A,R,110543,Hexane,11.21406,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202430080,A,R,108883,Toluene,1.519846,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202530080,A,R,7439965,Manganese,.00251504,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202510080,A,R,1330207,Xylenes (Mixed Isomers),.480212,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201540080,A,R,100414,Ethyl Benzene,27.125,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201510080,A,R,CH4,Methane,.000163673,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201510080,A,R,NOX,Nitrogen Oxides,.0179205,TON,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2202620080,A,R,VOC,Volatile Organic Compounds,1.02877,TON,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2201110080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.0151013,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201210080,A,R,7439965,Manganese,.001322774,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202410080,A,R,100425,Styrene,0,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201540080,A,R,100414,Ethyl Benzene,.549324,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201540080,A,R,100425,Styrene,.020247,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201320080,A,R,1330207,Xylenes (Mixed Isomers),3.7636,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201320080,A,R,100425,Styrene,.0476708,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202520080,A,R,50000,Formaldehyde,7.79384,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202510080,A,R,SO2,Sulfur Dioxide,.0000336232,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2203420080,A,R,50000,Formaldehyde,0,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202320080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.00207493,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201210080,A,R,CH4,Methane,1.24604,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202210080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.119704,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202310080,A,R,NH3,Ammonia,.573643,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201610080,A,R,1330207,Xylenes (Mixed Isomers),.49914,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201610080,A,R,106990,"1,3-Butadiene",.027378,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201530080,A,R,1330207,Xylenes (Mixed Isomers),24.0182,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201320080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.183616,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202430080,A,R,SO2,Sulfur Dioxide,.00278876,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202430080,A,R,100425,Styrene,.877276,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201540080,A,R,540841,"2,2,4-Trimethylpentane",9.2893,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201540080,A,R,SO2,Sulfur Dioxide,.0010273,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202510080,A,R,CH4,Methane,.00107323,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202420080,A,R,CO,Carbon Monoxide,0,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202420080,A,R,N2O,Nitrous Oxide,0,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201320080,A,R,110543,Hexane,27.591,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201210080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.411417,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201520080,A,R,100414,Ethyl Benzene,21.512,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201430080,A,R,50000,Formaldehyde,.034517,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201420080,A,R,107028,Acrolein,.0008342,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201420080,A,R,100425,Styrene,.00085704,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202310080,A,R,106990,"1,3-Butadiene",11.8317,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201420080,A,R,SO2,Sulfur Dioxide,0,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201520080,A,R,71432,Benzene,114.8866,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201610080,A,R,100414,Ethyl Benzene,.0482444,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202320080,A,R,NH3,Ammonia,.0321715,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202320080,A,R,100425,Styrene,3.03216,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201320080,A,R,SO2,Sulfur Dioxide,.00983448,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202540080,A,R,CH4,Methane,.00110846,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201110080,A,R,75070,Acetaldehyde,15.06978,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201510080,A,R,N2O,Nitrous Oxide,.00000361259,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201510080,A,R,108883,Toluene,.01946368,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201530080,A,R,540841,"2,2,4-Trimethylpentane",.0516832,LB,2014NEIV2
